"Status","Year","Ethnicity","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","No function","Department for Work and Pensions","London","1710","1515","32050","32520"
"In post","2023","Asian","No function","Department for Work and Pensions","Outside London","4180","3745","26900","28120"
"In post","2023","Asian","No function","Department for Work and Pensions","Unknown","25","20","[c]","[c]"
"In post","2023","Asian","No function","Department of Health and Social Care","London","455","435","45810","41080"
"In post","2023","Asian","No function","Department of Health and Social Care","Outside London","245","230","44300","33710"
"In post","2023","Asian","No function","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Food Standards Agency","London","30","30","[c]","[c]"
"In post","2023","Asian","No function","Food Standards Agency","Outside London","25","20","[c]","[c]"
"In post","2023","Asian","No function","Food Standards Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Foreign, Commonwealth and Development Office","London","150","145","45040","39580"
"In post","2023","Asian","No function","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Foreign, Commonwealth and Development Office","Overseas","105","105","50320","53970"
"In post","2023","Asian","No function","HM Land Registry","London","30","25","[c]","[c]"
"In post","2023","Asian","No function","HM Land Registry","Outside London","140","125","27890","28080"
"In post","2023","Asian","No function","HM Revenue and Customs","London","605","575","42030","39790"
"In post","2023","Asian","No function","HM Revenue and Customs","Outside London","2740","2590","30340","27890"
"In post","2023","Asian","No function","HM Treasury","London","180","175","44500","38710"
"In post","2023","Asian","No function","HM Treasury","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","No function","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Home Office","London","2655","2470","35110","30250"
"In post","2023","Asian","No function","Home Office","Outside London","1405","1275","27320","25880"
"In post","2023","Asian","No function","Home Office","Overseas","20","20","[c]","[c]"
"In post","2023","Asian","No function","Home Office","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","No function","Ministry of Defence","London","195","185","35980","30080"
"In post","2023","Asian","No function","Ministry of Defence","Outside London","440","415","35540","31920"
"In post","2023","Asian","No function","Ministry of Defence","Overseas","10","10","[c]","[c]"
"In post","2023","Asian","No function","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Ministry of Justice","London","1415","1335","33650","29660"
"In post","2023","Asian","No function","Ministry of Justice","Outside London","3040","2775","27610","24570"
"In post","2023","Asian","No function","Ministry of Justice","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","No function","National Crime Agency","London","120","115","40370","39720"
"In post","2023","Asian","No function","National Crime Agency","Outside London","95","95","37720","38310"
"In post","2023","Asian","No function","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Office for Standards in Education, Children's Services and Skills","London","20","20","[c]","[c]"
"In post","2023","Asian","No function","Office for Standards in Education, Children's Services and Skills","Outside London","45","45","44910","40640"
"In post","2023","Asian","No function","Office of Gas and Electricity Markets","London","55","55","39800","33240"
"In post","2023","Asian","No function","Office of Gas and Electricity Markets","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","No function","Office of Qualifications and Examinations Regulation","Outside London","30","25","[c]","[c]"
"In post","2023","Asian","No function","Office of Rail and Road","London","15","15","[c]","[c]"
"In post","2023","Asian","No function","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Scottish Government","Outside London","60","55","30050","28600"
"In post","2023","Asian","No function","The National Archives","London","20","20","[c]","[c]"
"In post","2023","Asian","No function","The National Archives","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","UK Statistics Authority","Outside London","80","65","26290","24300"
"In post","2023","Asian","No function","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Water Services Regulation Authority","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","No function","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Attorney General's Departments","London","5","5","[c]","[c]"
"In post","2023","Asian","Project Delivery","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Cabinet Office","London","25","25","[c]","[c]"
"In post","2023","Asian","Project Delivery","Cabinet Office","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Project Delivery","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Competition and Markets Authority","London","60","60","46290","34620"
"In post","2023","Asian","Project Delivery","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Department for Business, Energy and Industrial Strategy","London","20","20","[c]","[c]"
"In post","2023","Asian","Project Delivery","Department for Business, Energy and Industrial Strategy","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Project Delivery","Department for Digital, Culture, Media and Sport","London","10","10","[c]","[c]"
"In post","2023","Asian","Project Delivery","Department for Digital, Culture, Media and Sport","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Project Delivery","Department for Education","London","35","35","45230","42140"
"In post","2023","Asian","Project Delivery","Department for Education","Outside London","75","70","44930","38070"
"In post","2023","Asian","Project Delivery","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Department for International Trade","London","5","5","[c]","[c]"
"In post","2023","Asian","Project Delivery","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Department for Levelling Up, Housing and Communities","London","15","15","[c]","[c]"
"In post","2023","Asian","Project Delivery","Department for Levelling Up, Housing and Communities","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Project Delivery","Department for Transport","London","40","40","49270","45180"
"In post","2023","Asian","Project Delivery","Department for Transport","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Project Delivery","Department for Work and Pensions","London","40","40","40370","39150"
"In post","2023","Asian","Project Delivery","Department for Work and Pensions","Outside London","50","45","34340","34170"
"In post","2023","Asian","Project Delivery","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Department of Health and Social Care","London","100","100","47130","41190"
"In post","2023","Asian","Project Delivery","Department of Health and Social Care","Outside London","30","30","47140","42130"
"In post","2023","Asian","Project Delivery","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Foreign, Commonwealth and Development Office","London","50","45","45360","40600"
"In post","2023","Asian","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Project Delivery","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","HM Revenue and Customs","London","225","215","51620","45960"
"In post","2023","Asian","Project Delivery","HM Revenue and Customs","Outside London","225","220","42290","41780"
"In post","2023","Asian","Project Delivery","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Home Office","London","5","5","[c]","[c]"
"In post","2023","Asian","Project Delivery","Home Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Ministry of Defence","London","40","35","48650","45750"
"In post","2023","Asian","Project Delivery","Ministry of Defence","Outside London","220","215","40390","38790"
"In post","2023","Asian","Project Delivery","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Ministry of Justice","London","25","25","[c]","[c]"
"In post","2023","Asian","Project Delivery","Ministry of Justice","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Project Delivery","National Crime Agency","London","5","5","[c]","[c]"
"In post","2023","Asian","Project Delivery","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Office of Gas and Electricity Markets","London","10","10","[c]","[c]"
"In post","2023","Asian","Project Delivery","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","UK Statistics Authority","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Project Delivery","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Cabinet Office","London","15","15","[c]","[c]"
"In post","2023","Asian","Property","Cabinet Office","Outside London","35","35","39870","32960"
"In post","2023","Asian","Property","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Department for Environment, Food and Rural Affairs","London","5","5","[c]","[c]"
"In post","2023","Asian","Property","Department for Environment, Food and Rural Affairs","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Property","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Department for Work and Pensions","London","10","10","[c]","[c]"
"In post","2023","Asian","Property","Department for Work and Pensions","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Property","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","HM Revenue and Customs","London","110","105","37840","35330"
"In post","2023","Asian","Property","HM Revenue and Customs","Outside London","130","120","31310","26890"
"In post","2023","Asian","Property","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Home Office","London","5","5","[c]","[c]"
"In post","2023","Asian","Property","Home Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Ministry of Defence","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Property","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Ministry of Justice","London","30","30","[c]","[c]"
"In post","2023","Asian","Property","Ministry of Justice","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Property","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Cabinet Office","London","20","15","[c]","[c]"
"In post","2023","Asian","Security","Cabinet Office","Outside London","20","20","[c]","[c]"
"In post","2023","Asian","Security","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Department for International Trade","London","5","5","[c]","[c]"
"In post","2023","Asian","Security","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Department for Transport","London","10","10","[c]","[c]"
"In post","2023","Asian","Security","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Department for Work and Pensions","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Security","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Department of Health and Social Care","London","10","10","[c]","[c]"
"In post","2023","Asian","Security","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Foreign, Commonwealth and Development Office","London","45","40","41650","38540"
"In post","2023","Asian","Security","Foreign, Commonwealth and Development Office","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Security","Foreign, Commonwealth and Development Office","Overseas","5","5","[c]","[c]"
"In post","2023","Asian","Security","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","HM Revenue and Customs","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Security","Home Office","London","70","65","28890","26400"
"In post","2023","Asian","Security","Home Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Ministry of Defence","London","40","40","35270","33200"
"In post","2023","Asian","Security","Ministry of Defence","Outside London","95","95","28070","24380"
"In post","2023","Asian","Security","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Ministry of Justice","London","5","5","[c]","[c]"
"In post","2023","Asian","Security","Ministry of Justice","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Security","National Crime Agency","London","10","10","[c]","[c]"
"In post","2023","Asian","Security","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Attorney General's Departments","London","5","5","[c]","[c]"
"In post","2023","Asian","Unknown","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Cabinet Office","London","90","90","30580","30130"
"In post","2023","Asian","Unknown","Cabinet Office","Outside London","25","25","[c]","[c]"
"In post","2023","Asian","Unknown","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Department for Education","London","10","10","[c]","[c]"
"In post","2023","Asian","Unknown","Department for Education","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Unknown","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Department for Work and Pensions","London","90","85","41530","39150"
"In post","2023","Asian","Unknown","Department for Work and Pensions","Outside London","60","55","30230","28120"
"In post","2023","Asian","Unknown","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Department of Health and Social Care","London","30","30","46930","43840"
"In post","2023","Asian","Unknown","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Ministry of Defence","Outside London","50","45","41890","39890"
"In post","2023","Asian","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Office of Gas and Electricity Markets","London","15","15","[c]","[c]"
"In post","2023","Asian","Unknown","Office of Gas and Electricity Markets","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Unknown","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Scottish Government","Outside London","245","235","38470","34730"
"In post","2023","Asian","Unknown","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Welsh Government","Outside London","70","70","42950","39690"
"In post","2023","Asian","Unknown","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Department for Business, Energy and Industrial Strategy","London","10","10","[c]","[c]"
"In post","2023","Black","Analysis","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
