"Status","Year","Function_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Counter Fraud","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Outside London","SEO/HEO","165","[c]","36350","34970"
"Leaver CS","2023","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","London","AA/AO","35","[c]","[c]","[c]"
"Leaver CS","2023","Debt","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Debt","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Outside London","AA/AO","705","[c]","21630","21690"
"Leaver CS","2023","Debt","Outside London","EO","60","[c]","28270","28120"
"Leaver CS","2023","Debt","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Outside London","SEO/HEO","20","[c]","34710","34290"
"Leaver CS","2023","Debt","Unknown","AA/AO","10","[c]","23670","24520"
"Leaver CS","2023","Debt","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","London","AA/AO","35","[c]","22270","22770"
"Leaver CS","2023","Digital, Data & Technology","London","EO","75","[c]","28760","29530"
"Leaver CS","2023","Digital, Data & Technology","London","G6/G7","285","[c]","61480","59290"
"Leaver CS","2023","Digital, Data & Technology","London","SCS level","25","[c]","103270","92000"
"Leaver CS","2023","Digital, Data & Technology","London","SEO/HEO","225","[c]","39700","40760"
"Leaver CS","2023","Digital, Data & Technology","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Outside London","AA/AO","105","[c]","21540","21690"
"Leaver CS","2023","Digital, Data & Technology","Outside London","EO","260","[c]","27870","27530"
"Leaver CS","2023","Digital, Data & Technology","Outside London","G6/G7","415","[c]","58440","56650"
"Leaver CS","2023","Digital, Data & Technology","Outside London","SCS level","20","[c]","91570","92160"
"Leaver CS","2023","Digital, Data & Technology","Outside London","SEO/HEO","735","[c]","38030","38250"
"Leaver CS","2023","Digital, Data & Technology","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","London","AA/AO","15","[c]","24500","25610"
"Leaver CS","2023","Finance","London","EO","35","[c]","28200","29460"
"Leaver CS","2023","Finance","London","G6/G7","65","[c]","61960","59950"
"Leaver CS","2023","Finance","London","SCS level","15","[c]","103600","100110"
"Leaver CS","2023","Finance","London","SEO/HEO","105","[c]","41500","41750"
"Leaver CS","2023","Finance","Outside London","AA/AO","140","[c]","22090","21690"
"Leaver CS","2023","Finance","Outside London","EO","115","[c]","26860","26960"
"Leaver CS","2023","Finance","Outside London","G6/G7","110","[c]","59190","58260"
"Leaver CS","2023","Finance","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Outside London","SEO/HEO","240","[c]","38150","37590"
"Leaver CS","2023","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","Outside London","AA/AO","130","[c]","21680","21300"
"Leaver CS","2023","Grants Management","Outside London","EO","50","[c]","25250","25920"
"Leaver CS","2023","Grants Management","Outside London","SEO/HEO","20","[c]","33870","32140"
"Leaver CS","2023","Human Resources","London","AA/AO","25","[c]","25140","25630"
"Leaver CS","2023","Human Resources","London","EO","50","[c]","27750","28310"
"Leaver CS","2023","Human Resources","London","G6/G7","85","[c]","62220","59290"
"Leaver CS","2023","Human Resources","London","SCS level","25","[c]","93620","85690"
"Leaver CS","2023","Human Resources","London","SEO/HEO","90","[c]","39560","38680"
"Leaver CS","2023","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Outside London","AA/AO","370","[c]","21770","21830"
"Leaver CS","2023","Human Resources","Outside London","EO","310","[c]","28050","27470"
"Leaver CS","2023","Human Resources","Outside London","G6/G7","110","[c]","57380","55050"
"Leaver CS","2023","Human Resources","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Outside London","SEO/HEO","345","[c]","36830","34990"
"Leaver CS","2023","Human Resources","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Overseas","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Overseas","SEO/HEO","45","[c]","46460","46130"
"Leaver CS","2023","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","SEO/HEO","15","[c]","43970","44940"
"Leaver CS","2023","Internal Audit","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Outside London","SEO/HEO","30","[c]","38990","39200"
"Leaver CS","2023","Internal Audit","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","London","AA/AO","60","[c]","23420","24480"
"Leaver CS","2023","Legal","London","EO","80","[c]","28850","28200"
"Leaver CS","2023","Legal","London","G6/G7","240","[c]","61360","61100"
"Leaver CS","2023","Legal","London","SCS level","25","[c]","89830","85830"
"Leaver CS","2023","Legal","London","SEO/HEO","40","[c]","41040","40800"
"Leaver CS","2023","Legal","Outside London","AA/AO","125","[c]","22400","22870"
"Leaver CS","2023","Legal","Outside London","EO","70","[c]","27760","27980"
"Leaver CS","2023","Legal","Outside London","G6/G7","170","[c]","59040","56450"
"Leaver CS","2023","Legal","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Outside London","SEO/HEO","80","[c]","38550","38760"
"Leaver CS","2023","Legal","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","London","AA/AO","1305","[c]","24550","25480"
"Leaver CS","2023","No function","London","EO","1625","[c]","30450","31060"
"Leaver CS","2023","No function","London","G6/G7","1110","[c]","59320","57410"
"Leaver CS","2023","No function","London","SCS level","225","[c]","95650","85230"
"Leaver CS","2023","No function","London","SEO/HEO","1740","[c]","38160","37720"
"Leaver CS","2023","No function","London","Unknown","275","[c]","[c]","[c]"
"Leaver CS","2023","No function","Outside London","AA/AO","12305","[c]","21840","21690"
"Leaver CS","2023","No function","Outside London","EO","6180","[c]","28060","27570"
"Leaver CS","2023","No function","Outside London","G6/G7","900","[c]","61820","58770"
"Leaver CS","2023","No function","Outside London","SCS level","120","[c]","100630","96320"
"Leaver CS","2023","No function","Outside London","SEO/HEO","3135","[c]","37650","36820"
"Leaver CS","2023","No function","Outside London","Unknown","1685","[c]","34840","23640"
"Leaver CS","2023","No function","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Overseas","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Overseas","SEO/HEO","15","[c]","44540","45480"
"Leaver CS","2023","No function","Overseas","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","AA/AO","35","[c]","21480","21690"
"Leaver CS","2023","No function","Unknown","EO","40","[c]","29380","28120"
"Leaver CS","2023","No function","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","EO","35","[c]","28100","29530"
"Leaver CS","2023","Project Delivery","London","G6/G7","120","[c]","61810","58750"
"Leaver CS","2023","Project Delivery","London","SCS level","20","[c]","100620","91580"
"Leaver CS","2023","Project Delivery","London","SEO/HEO","135","[c]","37820","37620"
"Leaver CS","2023","Project Delivery","Outside London","AA/AO","50","[c]","21850","21690"
"Leaver CS","2023","Project Delivery","Outside London","EO","90","[c]","26060","26050"
"Leaver CS","2023","Project Delivery","Outside London","G6/G7","230","[c]","58440","56180"
"Leaver CS","2023","Project Delivery","Outside London","SCS level","20","[c]","96540","89400"
"Leaver CS","2023","Project Delivery","Outside London","SEO/HEO","515","[c]","37580","37750"
"Leaver CS","2023","Project Delivery","Outside London","Unknown","140","[c]","41270","35790"
"Leaver CS","2023","Project Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","AA/AO","20","[c]","23060","22460"
"Leaver CS","2023","Property","London","EO","20","[c]","29560","29660"
"Leaver CS","2023","Property","London","G6/G7","25","[c]","60130","59420"
"Leaver CS","2023","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","SEO/HEO","50","[c]","43440","45000"
"Leaver CS","2023","Property","Outside London","AA/AO","185","[c]","21760","22040"
"Leaver CS","2023","Property","Outside London","EO","95","[c]","27110","26960"
"Leaver CS","2023","Property","Outside London","G6/G7","55","[c]","60010","58250"
"Leaver CS","2023","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Outside London","SEO/HEO","215","[c]","38970","38880"
"Leaver CS","2023","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","AA/AO","40","[c]","28500","25140"
"Leaver CS","2023","Security","London","EO","15","[c]","32140","28370"
"Leaver CS","2023","Security","London","G6/G7","15","[c]","63040","62010"
"Leaver CS","2023","Security","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","SEO/HEO","35","[c]","42590","41870"
"Leaver CS","2023","Security","Outside London","AA/AO","570","[c]","28610","26410"
"Leaver CS","2023","Security","Outside London","EO","95","[c]","34850","29200"
"Leaver CS","2023","Security","Outside London","G6/G7","20","[c]","56820","55100"
"Leaver CS","2023","Security","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Outside London","SEO/HEO","125","[c]","40430","36460"
"Leaver CS","2023","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","AA/AO","65","[c]","23630","25110"
"Leaver CS","2023","Unknown","London","EO","160","[c]","25010","26910"
"Leaver CS","2023","Unknown","London","G6/G7","300","[c]","63190","62460"
"Leaver CS","2023","Unknown","London","SCS level","80","[c]","91050","89260"
"Leaver CS","2023","Unknown","London","SEO/HEO","305","[c]","36920","37660"
"Leaver CS","2023","Unknown","Outside London","AA/AO","430","[c]","24140","23340"
"Leaver CS","2023","Unknown","Outside London","EO","315","[c]","29510","29430"
"Leaver CS","2023","Unknown","Outside London","G6/G7","320","[c]","64770","65280"
"Leaver CS","2023","Unknown","Outside London","SCS level","35","[c]","98320","88070"
"Leaver CS","2023","Unknown","Outside London","SEO/HEO","595","[c]","40190","38330"
"Leaver CS","2023","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","200","[c]","36910","34110"
"Leaver Dept.","2023","Analysis","London","EO","20","[c]","29720","29890"
"Leaver Dept.","2023","Analysis","London","G6/G7","70","[c]","59100","58080"
"Leaver Dept.","2023","Analysis","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","London","SEO/HEO","245","[c]","36490","35200"
"Leaver Dept.","2023","Analysis","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Outside London","EO","15","[c]","26280","25830"
"Leaver Dept.","2023","Analysis","Outside London","G6/G7","40","[c]","54570","51500"
"Leaver Dept.","2023","Analysis","Outside London","SEO/HEO","155","[c]","36000","34250"
"Leaver Dept.","2023","Analysis","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","London","EO","15","[c]","27710","27500"
"Leaver Dept.","2023","Commercial","London","G6/G7","25","[c]","59390","56380"
"Leaver Dept.","2023","Commercial","London","SEO/HEO","40","[c]","38330","38650"
"Leaver Dept.","2023","Commercial","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Outside London","EO","20","[c]","27270","26350"
"Leaver Dept.","2023","Commercial","Outside London","G6/G7","40","[c]","51550","51800"
"Leaver Dept.","2023","Commercial","Outside London","SEO/HEO","135","[c]","37540","38550"
"Leaver Dept.","2023","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","London","EO","25","[c]","28490","28420"
"Leaver Dept.","2023","Communications","London","G6/G7","50","[c]","60400","57580"
"Leaver Dept.","2023","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","London","SEO/HEO","140","[c]","38200","37740"
"Leaver Dept.","2023","Communications","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Outside London","SEO/HEO","50","[c]","34110","32110"
"Leaver Dept.","2023","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","AA/AO","15","[c]","25190","25610"
"Leaver Dept.","2023","Counter Fraud","London","EO","45","[c]","31240","32520"
"Leaver Dept.","2023","Counter Fraud","London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","SEO/HEO","30","[c]","37430","37920"
"Leaver Dept.","2023","Counter Fraud","Outside London","AA/AO","40","[c]","21700","21690"
"Leaver Dept.","2023","Counter Fraud","Outside London","EO","135","[c]","28390","28120"
"Leaver Dept.","2023","Counter Fraud","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Outside London","SEO/HEO","50","[c]","36000","34170"
"Leaver Dept.","2023","Counter Fraud","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Outside London","AA/AO","155","[c]","21620","21690"
"Leaver Dept.","2023","Debt","Outside London","EO","20","[c]","27860","28120"
"Leaver Dept.","2023","Debt","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","London","EO","25","[c]","29080","28650"
"Leaver Dept.","2023","Digital, Data & Technology","London","G6/G7","75","[c]","61240","59290"
"Leaver Dept.","2023","Digital, Data & Technology","London","SCS level","15","[c]","87010","87130"
"Leaver Dept.","2023","Digital, Data & Technology","London","SEO/HEO","115","[c]","38690","38450"
"Leaver Dept.","2023","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Outside London","AA/AO","20","[c]","21880","21720"
"Leaver Dept.","2023","Digital, Data & Technology","Outside London","EO","80","[c]","27100","27170"
"Leaver Dept.","2023","Digital, Data & Technology","Outside London","G6/G7","110","[c]","55480","54000"
"Leaver Dept.","2023","Digital, Data & Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Outside London","SEO/HEO","280","[c]","36440","36790"
"Leaver Dept.","2023","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","EO","25","[c]","29970","30970"
"Leaver Dept.","2023","Finance","London","G6/G7","50","[c]","63370","62760"
"Leaver Dept.","2023","Finance","London","SCS level","15","[c]","104310","101830"
"Leaver Dept.","2023","Finance","London","SEO/HEO","105","[c]","37130","35410"
"Leaver Dept.","2023","Finance","Outside London","AA/AO","20","[c]","21680","22220"
"Leaver Dept.","2023","Finance","Outside London","EO","45","[c]","27050","26920"
"Leaver Dept.","2023","Finance","Outside London","G6/G7","55","[c]","57290","52680"
"Leaver Dept.","2023","Finance","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Outside London","SEO/HEO","125","[c]","36480","35310"
"Leaver Dept.","2023","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Unknown","SEO/HEO","10","[c]","33260","32630"
"Leaver Dept.","2023","Grants Management","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","Outside London","AA/AO","35","[c]","21810","22150"
"Leaver Dept.","2023","Grants Management","Outside London","EO","15","[c]","25480","25760"
"Leaver Dept.","2023","Grants Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","EO","40","[c]","28840","28370"
"Leaver Dept.","2023","Human Resources","London","G6/G7","70","[c]","60620","57850"
"Leaver Dept.","2023","Human Resources","London","SCS level","10","[c]","83040","80000"
"Leaver Dept.","2023","Human Resources","London","SEO/HEO","125","[c]","36830","35650"
"Leaver Dept.","2023","Human Resources","Outside London","AA/AO","90","[c]","21860","21720"
"Leaver Dept.","2023","Human Resources","Outside London","EO","100","[c]","26740","27090"
"Leaver Dept.","2023","Human Resources","Outside London","G6/G7","65","[c]","55190","53500"
"Leaver Dept.","2023","Human Resources","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Outside London","SEO/HEO","240","[c]","35460","33910"
"Leaver Dept.","2023","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","London","AA/AO","20","[c]","24430","24480"
"Leaver Dept.","2023","Legal","London","EO","35","[c]","28110","27760"
"Leaver Dept.","2023","Legal","London","G6/G7","80","[c]","60230","56780"
"Leaver Dept.","2023","Legal","London","SCS level","15","[c]","87520","87460"
"Leaver Dept.","2023","Legal","London","SEO/HEO","30","[c]","35980","32660"
"Leaver Dept.","2023","Legal","Outside London","AA/AO","20","[c]","23420","22870"
"Leaver Dept.","2023","Legal","Outside London","EO","30","[c]","27300","26900"
"Leaver Dept.","2023","Legal","Outside London","G6/G7","35","[c]","57210","55050"
"Leaver Dept.","2023","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Outside London","SEO/HEO","25","[c]","36270","32660"
"Leaver Dept.","2023","No function","London","AA/AO","220","[c]","25120","25480"
"Leaver Dept.","2023","No function","London","EO","670","[c]","30260","29890"
"Leaver Dept.","2023","No function","London","G6/G7","1015","[c]","58860","56430"
"Leaver Dept.","2023","No function","London","SCS level","180","[c]","87560","79000"
"Leaver Dept.","2023","No function","London","SEO/HEO","1640","[c]","37980","36240"
"Leaver Dept.","2023","No function","London","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Outside London","AA/AO","1865","[c]","21780","21690"
"Leaver Dept.","2023","No function","Outside London","EO","1860","[c]","27520","27570"
"Leaver Dept.","2023","No function","Outside London","G6/G7","280","[c]","55870","54000"
"Leaver Dept.","2023","No function","Outside London","SCS level","35","[c]","90800","78830"
"Leaver Dept.","2023","No function","Outside London","SEO/HEO","1065","[c]","35010","34170"
"Leaver Dept.","2023","No function","Outside London","Unknown","120","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Overseas","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Overseas","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Unknown","EO","25","[c]","28600","28120"
"Leaver Dept.","2023","No function","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Unknown","SEO/HEO","15","[c]","36680","34170"
"Leaver Dept.","2023","Project Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","London","EO","20","[c]","29090","28380"
"Leaver Dept.","2023","Project Delivery","London","G6/G7","50","[c]","57660","55120"
"Leaver Dept.","2023","Project Delivery","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","London","SEO/HEO","135","[c]","35950","34430"
"Leaver Dept.","2023","Project Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Outside London","EO","50","[c]","26750","26940"
"Leaver Dept.","2023","Project Delivery","Outside London","G6/G7","70","[c]","55880","54440"
"Leaver Dept.","2023","Project Delivery","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Outside London","SEO/HEO","180","[c]","36710","36050"
"Leaver Dept.","2023","Project Delivery","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Overseas","G6/G7","[c]","[c]","[c]","[c]"
