"Status","Year","Function_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Project Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","London","SEO/HEO","25","[c]","38420","37220"
"Leaver Dept.","2023","Property","Outside London","AA/AO","50","[c]","22100","22520"
"Leaver Dept.","2023","Property","Outside London","EO","35","[c]","26260","26020"
"Leaver Dept.","2023","Property","Outside London","G6/G7","30","[c]","56060","55560"
"Leaver Dept.","2023","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Outside London","SEO/HEO","60","[c]","37300","36670"
"Leaver Dept.","2023","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","London","EO","20","[c]","26610","27300"
"Leaver Dept.","2023","Security","London","G6/G7","15","[c]","58260","56430"
"Leaver Dept.","2023","Security","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","London","SEO/HEO","40","[c]","37600","35650"
"Leaver Dept.","2023","Security","Outside London","AA/AO","45","[c]","24370","22220"
"Leaver Dept.","2023","Security","Outside London","EO","25","[c]","26220","24860"
"Leaver Dept.","2023","Security","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Outside London","SEO/HEO","55","[c]","36180","34320"
"Leaver Dept.","2023","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","EO","70","[c]","29270","29940"
"Leaver Dept.","2023","Unknown","London","G6/G7","200","[c]","58260","55290"
"Leaver Dept.","2023","Unknown","London","SCS level","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","SEO/HEO","480","[c]","33030","32000"
"Leaver Dept.","2023","Unknown","Outside London","AA/AO","35","[c]","25400","24630"
"Leaver Dept.","2023","Unknown","Outside London","EO","75","[c]","28380","28120"
"Leaver Dept.","2023","Unknown","Outside London","G6/G7","95","[c]","61130","61440"
"Leaver Dept.","2023","Unknown","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Outside London","SEO/HEO","240","[c]","36760","34730"
"Leaver Dept.","2023","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Overseas","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Overseas","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Overseas","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","SEO/HEO","25","[c]","33900","32000"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","London","AA/AO","85","[c]","23950","23500"
"New entrant CS","2023","Analysis","London","EO","110","[c]","29210","29280"
"New entrant CS","2023","Analysis","London","G6/G7","35","[c]","65810","58370"
"New entrant CS","2023","Analysis","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","London","SEO/HEO","395","[c]","36120","35410"
"New entrant CS","2023","Analysis","Outside London","AA/AO","130","[c]","21390","21200"
"New entrant CS","2023","Analysis","Outside London","EO","110","[c]","26060","25920"
"New entrant CS","2023","Analysis","Outside London","G6/G7","55","[c]","57100","53030"
"New entrant CS","2023","Analysis","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Outside London","SEO/HEO","550","[c]","33270","31560"
"New entrant CS","2023","Analysis","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","London","EO","30","[c]","29440","30170"
"New entrant CS","2023","Commercial","London","G6/G7","30","[c]","67660","68000"
"New entrant CS","2023","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","London","SEO/HEO","85","[c]","35250","35010"
"New entrant CS","2023","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Outside London","AA/AO","90","[c]","22340","22040"
"New entrant CS","2023","Commercial","Outside London","EO","100","[c]","26640","27080"
"New entrant CS","2023","Commercial","Outside London","G6/G7","100","[c]","66340","65500"
"New entrant CS","2023","Commercial","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Outside London","SEO/HEO","265","[c]","35420","33830"
"New entrant CS","2023","Commercial","Outside London","Unknown","25","[c]","33990","32500"
"New entrant CS","2023","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","London","AA/AO","20","[c]","23530","24280"
"New entrant CS","2023","Communications","London","EO","50","[c]","28950","28970"
"New entrant CS","2023","Communications","London","G6/G7","35","[c]","61500","59140"
"New entrant CS","2023","Communications","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","London","SEO/HEO","190","[c]","39060","38100"
"New entrant CS","2023","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Outside London","AA/AO","20","[c]","22280","22220"
"New entrant CS","2023","Communications","Outside London","EO","45","[c]","25980","25970"
"New entrant CS","2023","Communications","Outside London","G6/G7","30","[c]","56340","53760"
"New entrant CS","2023","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Outside London","SEO/HEO","165","[c]","35670","34000"
"New entrant CS","2023","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","London","AA/AO","20","[c]","26200","25610"
"New entrant CS","2023","Counter Fraud","London","EO","70","[c]","30610","31980"
"New entrant CS","2023","Counter Fraud","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","London","SEO/HEO","30","[c]","38220","39150"
"New entrant CS","2023","Counter Fraud","Outside London","AA/AO","230","[c]","23040","21690"
"New entrant CS","2023","Counter Fraud","Outside London","EO","195","[c]","27850","27890"
"New entrant CS","2023","Counter Fraud","Outside London","G6/G7","15","[c]","54350","54680"
"New entrant CS","2023","Counter Fraud","Outside London","SEO/HEO","95","[c]","35070","34170"
"New entrant CS","2023","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","London","AA/AO","145","[c]","26890","26920"
"New entrant CS","2023","Debt","Outside London","AA/AO","1500","[c]","22250","22520"
"New entrant CS","2023","Debt","Outside London","EO","20","[c]","27690","27650"
"New entrant CS","2023","Debt","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","London","AA/AO","30","[c]","20950","19480"
"New entrant CS","2023","Digital, Data & Technology","London","EO","125","[c]","29330","29750"
"New entrant CS","2023","Digital, Data & Technology","London","G6/G7","190","[c]","61320","59000"
"New entrant CS","2023","Digital, Data & Technology","London","SCS level","20","[c]","111330","108000"
"New entrant CS","2023","Digital, Data & Technology","London","SEO/HEO","335","[c]","38780","39110"
"New entrant CS","2023","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Outside London","AA/AO","175","[c]","21490","21690"
"New entrant CS","2023","Digital, Data & Technology","Outside London","EO","590","[c]","27320","27140"
"New entrant CS","2023","Digital, Data & Technology","Outside London","G6/G7","475","[c]","56580","54680"
"New entrant CS","2023","Digital, Data & Technology","Outside London","SCS level","25","[c]","103640","108000"
"New entrant CS","2023","Digital, Data & Technology","Outside London","SEO/HEO","1215","[c]","37100","37300"
"New entrant CS","2023","Digital, Data & Technology","Outside London","Unknown","10","[c]","30280","30080"
"New entrant CS","2023","Digital, Data & Technology","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","London","AA/AO","15","[c]","24870","24750"
"New entrant CS","2023","Finance","London","EO","45","[c]","28590","29200"
"New entrant CS","2023","Finance","London","G6/G7","30","[c]","61000","59180"
"New entrant CS","2023","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","London","SEO/HEO","105","[c]","39050","39150"
"New entrant CS","2023","Finance","Outside London","AA/AO","225","[c]","22270","22520"
"New entrant CS","2023","Finance","Outside London","EO","140","[c]","26720","27080"
"New entrant CS","2023","Finance","Outside London","G6/G7","60","[c]","55010","53010"
"New entrant CS","2023","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Outside London","SEO/HEO","210","[c]","36780","34850"
"New entrant CS","2023","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Outside London","AA/AO","345","[c]","22010","22150"
"New entrant CS","2023","Grants Management","Outside London","EO","45","[c]","25280","25920"
"New entrant CS","2023","Grants Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Outside London","SEO/HEO","15","[c]","32900","30320"
"New entrant CS","2023","Human Resources","London","AA/AO","10","[c]","23970","24500"
"New entrant CS","2023","Human Resources","London","EO","75","[c]","28250","28770"
"New entrant CS","2023","Human Resources","London","G6/G7","20","[c]","64210","58730"
"New entrant CS","2023","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","London","SEO/HEO","80","[c]","36720","36000"
"New entrant CS","2023","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Outside London","AA/AO","225","[c]","21990","22220"
"New entrant CS","2023","Human Resources","Outside London","EO","280","[c]","27050","27080"
"New entrant CS","2023","Human Resources","Outside London","G6/G7","90","[c]","55110","54440"
"New entrant CS","2023","Human Resources","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Outside London","SEO/HEO","330","[c]","35940","34400"
"New entrant CS","2023","Human Resources","Outside London","Unknown","10","[c]","28900","27220"
"New entrant CS","2023","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Overseas","SEO/HEO","20","[c]","45800","45690"
"New entrant CS","2023","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","London","SEO/HEO","20","[c]","41610","43160"
"New entrant CS","2023","Internal Audit","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Outside London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Outside London","SEO/HEO","20","[c]","36450","35700"
"New entrant CS","2023","Internal Audit","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","London","AA/AO","115","[c]","22830","21890"
"New entrant CS","2023","Legal","London","EO","180","[c]","28810","27760"
"New entrant CS","2023","Legal","London","G6/G7","190","[c]","57190","54230"
"New entrant CS","2023","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","London","SEO/HEO","100","[c]","40180","40800"
"New entrant CS","2023","Legal","Outside London","AA/AO","400","[c]","21540","21120"
"New entrant CS","2023","Legal","Outside London","EO","155","[c]","26910","26900"
"New entrant CS","2023","Legal","Outside London","G6/G7","210","[c]","52660","52360"
"New entrant CS","2023","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Outside London","SEO/HEO","190","[c]","37950","38760"
"New entrant CS","2023","Legal","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","London","AA/AO","1900","[c]","27820","26400"
"New entrant CS","2023","No function","London","EO","1525","[c]","29750","29750"
"New entrant CS","2023","No function","London","G6/G7","420","[c]","61460","57650"
"New entrant CS","2023","No function","London","SCS level","70","[c]","108000","99430"
"New entrant CS","2023","No function","London","SEO/HEO","1405","[c]","37390","35940"
"New entrant CS","2023","No function","London","Unknown","380","[c]","26410","27640"
"New entrant CS","2023","No function","Outside London","AA/AO","17480","[c]","23880","22500"
"New entrant CS","2023","No function","Outside London","EO","5190","[c]","27030","25880"
"New entrant CS","2023","No function","Outside London","G6/G7","780","[c]","59920","56000"
"New entrant CS","2023","No function","Outside London","SCS level","60","[c]","102720","95170"
"New entrant CS","2023","No function","Outside London","SEO/HEO","2945","[c]","36830","34400"
"New entrant CS","2023","No function","Outside London","Unknown","3680","[c]","22780","23640"
"New entrant CS","2023","No function","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Overseas","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","No function","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Overseas","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Overseas","SEO/HEO","15","[c]","49140","48310"
"New entrant CS","2023","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Unknown","AA/AO","95","[c]","24490","23110"
"New entrant CS","2023","No function","Unknown","EO","40","[c]","28620","25750"
"New entrant CS","2023","No function","Unknown","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","London","AA/AO","20","[c]","23240","23200"
"New entrant CS","2023","Project Delivery","London","EO","70","[c]","28270","27920"
"New entrant CS","2023","Project Delivery","London","G6/G7","65","[c]","61700","59530"
"New entrant CS","2023","Project Delivery","London","SCS level","20","[c]","91930","91500"
"New entrant CS","2023","Project Delivery","London","SEO/HEO","230","[c]","35900","35040"
"New entrant CS","2023","Project Delivery","Outside London","AA/AO","155","[c]","21640","22150"
"New entrant CS","2023","Project Delivery","Outside London","EO","205","[c]","26000","25900"
"New entrant CS","2023","Project Delivery","Outside London","G6/G7","230","[c]","55050","52600"
"New entrant CS","2023","Project Delivery","Outside London","SCS level","15","[c]","95620","90000"
"New entrant CS","2023","Project Delivery","Outside London","SEO/HEO","565","[c]","35630","34400"
"New entrant CS","2023","Project Delivery","Outside London","Unknown","215","[c]","33150","32500"
"New entrant CS","2023","Property","London","AA/AO","20","[c]","26050","26920"
"New entrant CS","2023","Property","London","EO","20","[c]","28920","29660"
"New entrant CS","2023","Property","London","G6/G7","20","[c]","58010","56190"
"New entrant CS","2023","Property","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","London","SEO/HEO","50","[c]","38350","39150"
"New entrant CS","2023","Property","Outside London","AA/AO","355","[c]","22330","22520"
"New entrant CS","2023","Property","Outside London","EO","120","[c]","26860","26960"
"New entrant CS","2023","Property","Outside London","G6/G7","70","[c]","57150","55080"
"New entrant CS","2023","Property","Outside London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Property","Outside London","SEO/HEO","245","[c]","36610","34580"
"New entrant CS","2023","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","London","AA/AO","20","[c]","29200","26710"
"New entrant CS","2023","Security","London","EO","25","[c]","30080","29660"
"New entrant CS","2023","Security","London","G6/G7","10","[c]","63870","62220"
"New entrant CS","2023","Security","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","London","SEO/HEO","30","[c]","38830","37850"
"New entrant CS","2023","Security","Outside London","AA/AO","640","[c]","27060","26450"
"New entrant CS","2023","Security","Outside London","EO","100","[c]","26380","26710"
"New entrant CS","2023","Security","Outside London","G6/G7","25","[c]","58080","54000"
"New entrant CS","2023","Security","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Outside London","SEO/HEO","95","[c]","36130","33830"
"New entrant CS","2023","Security","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Security","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Unknown","EO","20","[c]","24330","24330"
"New entrant CS","2023","Unknown","London","AA/AO","20","[c]","23810","25610"
"New entrant CS","2023","Unknown","London","EO","70","[c]","25280","27070"
"New entrant CS","2023","Unknown","London","G6/G7","20","[c]","59300","55150"
"New entrant CS","2023","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","London","SEO/HEO","255","[c]","31440","28840"
"New entrant CS","2023","Unknown","Outside London","AA/AO","1440","[c]","22670","22180"
"New entrant CS","2023","Unknown","Outside London","EO","1060","[c]","29060","29100"
"New entrant CS","2023","Unknown","Outside London","G6/G7","360","[c]","57730","53440"
"New entrant CS","2023","Unknown","Outside London","SCS level","25","[c]","91690","81890"
"New entrant CS","2023","Unknown","Outside London","SEO/HEO","1290","[c]","36350","35020"
"New entrant CS","2023","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Unknown","150","[c]","22470","17530"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or 10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest 10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest 10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
