"Status","Year","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Driver and Vehicle Standards Agency","Outside London","525","[c]","28430","26960"
"Leaver CS","2023","Education Scotland","Outside London","20","[c]","60950","70920"
"Leaver CS","2023","Education and Skills Funding Agency","London","10","[c]","60070","55020"
"Leaver CS","2023","Education and Skills Funding Agency","Outside London","55","[c]","42690","38210"
"Leaver CS","2023","Estyn","Outside London","15","[c]","46230","30610"
"Leaver CS","2023","FCDO Services","London","15","[c]","45220","39110"
"Leaver CS","2023","FCDO Services","Outside London","60","[c]","35000","31590"
"Leaver CS","2023","FCDO Services","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","London","15","[c]","46690","42230"
"Leaver CS","2023","Food Standards Agency","Outside London","80","[c]","35330","30810"
"Leaver CS","2023","Food Standards Scotland","Outside London","25","[c]","37560","34730"
"Leaver CS","2023","Foreign, Commonwealth and Development Office (excl. agencies)","London","225","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","80","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","40","[c]","[c]","[c]"
"Leaver CS","2023","Forestry and Land Scotland","Outside London","115","[c]","33430","29560"
"Leaver CS","2023","Government Actuary's Department","London","35","[c]","56720","39860"
"Leaver CS","2023","Government Actuary's Department","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","London","90","[c]","77380","69430"
"Leaver CS","2023","Government Commercial Organisation","Outside London","55","[c]","71720","66990"
"Leaver CS","2023","Government Commercial Organisation","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","London","20","[c]","50550","49800"
"Leaver CS","2023","Government Internal Audit Agency","Outside London","20","[c]","44040","43430"
"Leaver CS","2023","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Legal Department","London","240","[c]","53340","52760"
"Leaver CS","2023","Government Legal Department","Outside London","15","[c]","46750","42580"
"Leaver CS","2023","Government Property Agency","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Government Property Agency","Outside London","20","[c]","43620","36230"
"Leaver CS","2023","HM Courts and Tribunals Service","London","515","[c]","30060","25480"
"Leaver CS","2023","HM Courts and Tribunals Service","Outside London","1490","[c]","23900","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","London","65","[c]","39950","36280"
"Leaver CS","2023","HM Land Registry","Outside London","430","[c]","33440","28080"
"Leaver CS","2023","HM Prison and Probation Service","London","890","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Outside London","6370","[c]","35950","29460"
"Leaver CS","2023","HM Prison and Probation Service","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","London","515","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","Outside London","3810","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury (excl. agencies)","London","265","[c]","43960","37950"
"Leaver CS","2023","HM Treasury (excl. agencies)","Outside London","20","[c]","31710","29320"
"Leaver CS","2023","Health and Safety Executive","London","20","[c]","37060","31660"
"Leaver CS","2023","Health and Safety Executive","Outside London","195","[c]","42670","40790"
"Leaver CS","2023","Home Office","London","990","[c]","40380","36000"
"Leaver CS","2023","Home Office","Outside London","1510","[c]","27640","25880"
"Leaver CS","2023","Home Office","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Unknown","15","[c]","38800","29590"
"Leaver CS","2023","Institute for Apprenticeships and Technical Education","London","10","[c]","54010","54760"
"Leaver CS","2023","Institute for Apprenticeships and Technical Education","Outside London","10","[c]","42650","37710"
"Leaver CS","2023","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Outside London","90","[c]","36830","30640"
"Leaver CS","2023","Legal Aid Agency","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Outside London","60","[c]","26990","21780"
"Leaver CS","2023","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Outside London","185","[c]","34060","29090"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","London","165","[c]","52270","42160"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Outside London","45","[c]","42270","40450"
"Leaver CS","2023","Met Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Outside London","160","[c]","35700","34660"
"Leaver CS","2023","Met Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","London","320","[c]","41960","38680"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Outside London","3015","[c]","32560","27740"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Overseas","75","[c]","49450","45660"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","London","360","[c]","46490","43650"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Outside London","195","[c]","39860","34110"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","London","115","[c]","48270","43330"
"Leaver CS","2023","National Crime Agency","Outside London","230","[c]","38450","38310"
"Leaver CS","2023","National Crime Agency","Overseas","15","[c]","55950","52610"
"Leaver CS","2023","National Crime Agency","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","National Infrastructure Commission","London","10","[c]","[c]","[c]"
"Leaver CS","2023","National Records of Scotland","Outside London","45","[c]","33060","29450"
"Leaver CS","2023","National Savings and Investments","London","25","[c]","50100","44000"
"Leaver CS","2023","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Office for Budget Responsibility","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","London","40","[c]","43760","36330"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Outside London","195","[c]","56720","52750"
"Leaver CS","2023","Office of Gas and Electricity Markets","London","160","[c]","48990","40880"
"Leaver CS","2023","Office of Gas and Electricity Markets","Outside London","95","[c]","37920","35000"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Outside London","25","[c]","51300","39140"
"Leaver CS","2023","Office of Rail and Road","London","30","[c]","52220","54890"
"Leaver CS","2023","Office of Rail and Road","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Public Guardian","Outside London","100","[c]","23000","21780"
"Leaver CS","2023","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Outside London","65","[c]","42690","40720"
"Leaver CS","2023","Queen Elizabeth II Centre","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Outside London","45","[c]","37800","37710"
"Leaver CS","2023","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Royal Fleet Auxiliary","Unknown","200","[c]","36910","34110"
"Leaver CS","2023","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","Outside London","210","[c]","24220","22150"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Outside London","160","[c]","29000","25060"
"Leaver CS","2023","Scottish Fiscal Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","Outside London","15","[c]","40930","40510"
"Leaver CS","2023","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Outside London","495","[c]","43310","38330"
"Leaver CS","2023","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Outside London","405","[c]","33340","37060"
"Leaver CS","2023","Scottish Public Pensions Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","London","70","[c]","46110","42010"
"Leaver CS","2023","Social Security Scotland","Outside London","160","[c]","28980","24890"
"Leaver CS","2023","Standards and Testing Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","Outside London","30","[c]","24970","22180"
"Leaver CS","2023","Submarine Delivery Agency","Outside London","170","[c]","41920","38790"
"Leaver CS","2023","Teaching Regulation Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","London","10","[c]","41870","43500"
"Leaver CS","2023","The Insolvency Service","Outside London","85","[c]","29050","22180"
"Leaver CS","2023","The National Archives","London","90","[c]","33050","29840"
"Leaver CS","2023","Transport Scotland","Outside London","40","[c]","44510","38330"
"Leaver CS","2023","UK Debt Management Office","London","15","[c]","54110","50000"
"Leaver CS","2023","UK Export Finance","London","75","[c]","53410","42000"
"Leaver CS","2023","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","London","810","[c]","44520","40070"
"Leaver CS","2023","UK Health Security Agency","Outside London","1105","[c]","38070","33710"
"Leaver CS","2023","UK Health Security Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Outside London","85","[c]","33670","31090"
"Leaver CS","2023","UK Space Agency","London","15","[c]","47680","41540"
"Leaver CS","2023","UK Space Agency","Outside London","15","[c]","49950","50680"
"Leaver CS","2023","UK Statistics Authority","London","35","[c]","43060","39840"
"Leaver CS","2023","UK Statistics Authority","Outside London","660","[c]","29150","21200"
"Leaver CS","2023","UK Supreme Court","London","20","[c]","36820","37230"
"Leaver CS","2023","Valuation Office Agency","London","50","[c]","43310","45750"
"Leaver CS","2023","Valuation Office Agency","Outside London","210","[c]","33190","27000"
"Leaver CS","2023","Vehicle Certification Agency","Outside London","20","[c]","32640","31460"
"Leaver CS","2023","Veterinary Medicines Directorate","Outside London","15","[c]","42830","40260"
"Leaver CS","2023","Water Services Regulation Authority","Outside London","40","[c]","48110","45420"
"Leaver CS","2023","Welsh Government (excl. agencies)","Outside London","210","[c]","41790","38160"
"Leaver CS","2023","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","Outside London","10","[c]","34050","25860"
"Leaver Dept.","2023","Active Travel England","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","Outside London","20","[c]","26380","25160"
"Leaver Dept.","2023","Animal and Plant Health Agency","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","Outside London","50","[c]","27890","25920"
"Leaver Dept.","2023","Attorney General's Office","London","15","[c]","50230","52560"
"Leaver Dept.","2023","Building Digital UK","London","30","[c]","44080","38280"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","London","845","[c]","48060","41870"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Outside London","230","[c]","35870","33020"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Unknown","30","[c]","39830","34530"
"Leaver Dept.","2023","Central Civil Service Fast Stream","London","385","[c]","31850","32000"
"Leaver Dept.","2023","Central Civil Service Fast Stream","Outside London","100","[c]","31830","32000"
"Leaver Dept.","2023","Central Civil Service Fast Stream","Unknown","35","[c]","31080","32000"
"Leaver Dept.","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","Outside London","15","[c]","28770","29160"
"Leaver Dept.","2023","Companies House","Outside London","40","[c]","37350","32900"
"Leaver Dept.","2023","Competition and Markets Authority","London","30","[c]","45590","34620"
"Leaver Dept.","2023","Competition and Markets Authority","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","Outside London","20","[c]","25910","25470"
"Leaver Dept.","2023","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","Outside London","30","[c]","37190","38980"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","London","45","[c]","38840","32660"
"Leaver Dept.","2023","Crown Prosecution Service","Outside London","85","[c]","36290","31180"
"Leaver Dept.","2023","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","Outside London","50","[c]","37970","36490"
"Leaver Dept.","2023","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","Outside London","60","[c]","42360","39890"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","435","[c]","45470","40050"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","55","[c]","36690","31120"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","220","[c]","45680","38280"
"Leaver Dept.","2023","Department for Education (excl. agencies)","London","175","[c]","48770","41720"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Outside London","285","[c]","40690","37590"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","235","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","220","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","London","190","[c]","43030","38160"
"Leaver Dept.","2023","Department for International Trade","Outside London","20","[c]","40610","34770"
"Leaver Dept.","2023","Department for International Trade","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","305","[c]","44230","39600"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","135","[c]","38080","35400"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","London","190","[c]","45890","42470"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","Outside London","40","[c]","38600","34440"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","London","435","[c]","37660","32520"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","Outside London","2220","[c]","28600","28120"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","Unknown","40","[c]","31830","28120"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","London","280","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Outside London","90","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Outside London","210","[c]","29240","27190"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Outside London","120","[c]","31200","26960"
"Leaver Dept.","2023","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Education and Skills Funding Agency","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Education and Skills Funding Agency","Outside London","50","[c]","41180","37590"
"Leaver Dept.","2023","Estyn","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","FCDO Services","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","London","25","[c]","39520","40650"
"Leaver Dept.","2023","Food Standards Agency","Outside London","35","[c]","39010","36100"
"Leaver Dept.","2023","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","London","160","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Forestry and Land Scotland","Outside London","20","[c]","40920","40510"
"Leaver Dept.","2023","Government Actuary's Department","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Commercial Organisation","London","15","[c]","58630","56200"
"Leaver Dept.","2023","Government Commercial Organisation","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Commercial Organisation","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Internal Audit Agency","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Internal Audit Agency","Outside London","10","[c]","42080","41150"
"Leaver Dept.","2023","Government Legal Department","London","100","[c]","50060","51250"
"Leaver Dept.","2023","Government Legal Department","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","Outside London","20","[c]","47600","44970"
"Leaver Dept.","2023","HM Courts and Tribunals Service","London","160","[c]","34320","29660"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Outside London","340","[c]","25240","21780"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Crown Prosecution Service Inspectorate","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Crown Prosecution Service Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","London","175","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","Outside London","560","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs (excl. agencies)","London","255","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs (excl. agencies)","Outside London","1075","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury (excl. agencies)","London","235","[c]","47900","39050"
"Leaver Dept.","2023","HM Treasury (excl. agencies)","Outside London","20","[c]","43090","35960"
"Leaver Dept.","2023","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Health and Safety Executive","Outside London","45","[c]","37250","32800"
"Leaver Dept.","2023","Home Office","London","650","[c]","45680","42170"
"Leaver Dept.","2023","Home Office","Outside London","545","[c]","30300","26750"
"Leaver Dept.","2023","Home Office","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Institute for Apprenticeships and Technical Education","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Institute for Apprenticeships and Technical Education","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","Outside London","25","[c]","40800","30780"
"Leaver Dept.","2023","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal Aid Agency","Outside London","20","[c]","28070","25120"
"Leaver Dept.","2023","Maritime and Coastguard Agency","Outside London","25","[c]","30820","27450"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","London","15","[c]","55040","41890"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Met Office","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","London","150","[c]","46550","45750"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Outside London","415","[c]","33320","33300"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","London","290","[c]","44660","42010"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Outside London","185","[c]","37270","36050"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","London","45","[c]","48850","42070"
"Leaver Dept.","2023","National Crime Agency","Outside London","55","[c]","35920","36230"
"Leaver Dept.","2023","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","London","15","[c]","44440","44250"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Outside London","30","[c]","42240","33130"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","London","45","[c]","41410","34900"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Outside London","35","[c]","31100","30950"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Outside London","15","[c]","48070","39140"
"Leaver Dept.","2023","Office of Rail and Road","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Public Guardian","Outside London","50","[c]","26860","25120"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning Inspectorate","Outside London","15","[c]","39940","40720"
"Leaver Dept.","2023","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Registers of Scotland","Outside London","15","[c]","45630","37710"
