"Status","Year","Region_ITL1","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","East of England","HEO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","SEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","SEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","London","AA","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","London","AA","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","London","AO","Female","160","[c]","25110","25480"
"Leaver Dept.","2023","London","AO","Male","130","[c]","25050","25480"
"Leaver Dept.","2023","London","EO","Female","605","[c]","29850","29890"
"Leaver Dept.","2023","London","EO","Male","410","[c]","29880","29660"
"Leaver Dept.","2023","London","G6","Female","280","[c]","67610","66530"
"Leaver Dept.","2023","London","G6","Male","210","[c]","68110","67260"
"Leaver Dept.","2023","London","G7","Female","640","[c]","55810","55150"
"Leaver Dept.","2023","London","G7","Male","590","[c]","56070","55150"
"Leaver Dept.","2023","London","HEO","Female","1175","[c]","34250","34260"
"Leaver Dept.","2023","London","HEO","Male","885","[c]","34420","34260"
"Leaver Dept.","2023","London","SCS level","Female","145","[c]","85890","79160"
"Leaver Dept.","2023","London","SCS level","Male","155","[c]","93640","84220"
"Leaver Dept.","2023","London","SEO","Female","620","[c]","42480","41950"
"Leaver Dept.","2023","London","SEO","Male","480","[c]","42300","41870"
"Leaver Dept.","2023","London","Unknown","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","North East (England)","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North East (England)","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North East (England)","AO","Female","180","[c]","21790","21690"
"Leaver Dept.","2023","North East (England)","AO","Male","120","[c]","21860","21690"
"Leaver Dept.","2023","North East (England)","EO","Female","120","[c]","27240","27570"
"Leaver Dept.","2023","North East (England)","EO","Male","95","[c]","27210","27570"
"Leaver Dept.","2023","North East (England)","G6","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","North East (England)","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","North East (England)","G7","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","North East (England)","G7","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","North East (England)","HEO","Female","105","[c]","32430","32400"
"Leaver Dept.","2023","North East (England)","HEO","Male","45","[c]","32630","33020"
"Leaver Dept.","2023","North East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North East (England)","SEO","Female","50","[c]","38060","38070"
"Leaver Dept.","2023","North East (England)","SEO","Male","45","[c]","38570","38470"
"Leaver Dept.","2023","North East (England)","Unknown","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","North East (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","AA","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","AA","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","AO","Female","300","[c]","21760","21780"
"Leaver Dept.","2023","North West (England)","AO","Male","185","[c]","21730","21690"
"Leaver Dept.","2023","North West (England)","EO","Female","255","[c]","27230","27570"
"Leaver Dept.","2023","North West (England)","EO","Male","195","[c]","27410","27880"
"Leaver Dept.","2023","North West (England)","G6","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","G6","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","G7","Female","60","[c]","52810","51770"
"Leaver Dept.","2023","North West (England)","G7","Male","45","[c]","53610","52370"
"Leaver Dept.","2023","North West (England)","HEO","Female","150","[c]","32060","32000"
"Leaver Dept.","2023","North West (England)","HEO","Male","120","[c]","32290","32000"
"Leaver Dept.","2023","North West (England)","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","SEO","Female","120","[c]","39290","38800"
"Leaver Dept.","2023","North West (England)","SEO","Male","90","[c]","39360","39000"
"Leaver Dept.","2023","North West (England)","Unknown","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland","AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland","AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland","HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","SEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","AA","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","AA","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","AO","Female","240","[c]","21920","21690"
"Leaver Dept.","2023","Scotland","AO","Male","145","[c]","22810","21690"
"Leaver Dept.","2023","Scotland","EO","Female","235","[c]","27700","27570"
"Leaver Dept.","2023","Scotland","EO","Male","165","[c]","27600","27570"
"Leaver Dept.","2023","Scotland","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","G6","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","G7","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","G7","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","HEO","Female","85","[c]","33860","33150"
"Leaver Dept.","2023","Scotland","HEO","Male","70","[c]","34000","34050"
"Leaver Dept.","2023","Scotland","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","SEO","Female","35","[c]","43730","43300"
"Leaver Dept.","2023","Scotland","SEO","Male","40","[c]","43060","42780"
"Leaver Dept.","2023","South East (England)","AA","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","AA","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","AO","Female","90","[c]","22340","21780"
"Leaver Dept.","2023","South East (England)","AO","Male","115","[c]","22910","21780"
"Leaver Dept.","2023","South East (England)","EO","Female","95","[c]","28260","28120"
"Leaver Dept.","2023","South East (England)","EO","Male","105","[c]","28480","28120"
"Leaver Dept.","2023","South East (England)","G6","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","HEO","Female","65","[c]","32670","32660"
"Leaver Dept.","2023","South East (England)","HEO","Male","45","[c]","32830","33000"
"Leaver Dept.","2023","South East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","SEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","SEO","Male","45","[c]","40030","39890"
"Leaver Dept.","2023","South East (England)","Unknown","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","South West (England)","AA","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","South West (England)","AA","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","South West (England)","AO","Female","85","[c]","22020","21780"
"Leaver Dept.","2023","South West (England)","AO","Male","50","[c]","21870","21690"
"Leaver Dept.","2023","South West (England)","EO","Female","85","[c]","27240","27570"
"Leaver Dept.","2023","South West (England)","EO","Male","50","[c]","27530","27570"
"Leaver Dept.","2023","South West (England)","G6","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","South West (England)","G6","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","South West (England)","G7","Female","55","[c]","52500","51680"
"Leaver Dept.","2023","South West (England)","G7","Male","50","[c]","53630","54510"
"Leaver Dept.","2023","South West (England)","HEO","Female","95","[c]","32650","32480"
"Leaver Dept.","2023","South West (England)","HEO","Male","70","[c]","33290","33210"
"Leaver Dept.","2023","South West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","South West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","South West (England)","SEO","Female","85","[c]","40650","40720"
"Leaver Dept.","2023","South West (England)","SEO","Male","60","[c]","41380","41270"
"Leaver Dept.","2023","South West (England)","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","South West (England)","Unknown","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","HEO","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","HEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Wales","AA","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Wales","AA","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Wales","AO","Female","110","[c]","22020","21840"
"Leaver Dept.","2023","Wales","AO","Male","65","[c]","22110","22200"
"Leaver Dept.","2023","Wales","EO","Female","140","[c]","26920","27190"
"Leaver Dept.","2023","Wales","EO","Male","90","[c]","27300","27450"
"Leaver Dept.","2023","Wales","G6","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Wales","G6","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Wales","G7","Female","40","[c]","53340","51380"
"Leaver Dept.","2023","Wales","G7","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Wales","HEO","Female","125","[c]","32050","31660"
"Leaver Dept.","2023","Wales","HEO","Male","80","[c]","32490","31660"
"Leaver Dept.","2023","Wales","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Wales","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Wales","SEO","Female","80","[c]","40780","39820"
"Leaver Dept.","2023","Wales","SEO","Male","55","[c]","41970","41380"
"Leaver Dept.","2023","Wales","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Wales","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","West Midlands (England)","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Midlands (England)","AA","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","West Midlands (England)","AO","Female","140","[c]","21730","21690"
"Leaver Dept.","2023","West Midlands (England)","AO","Male","90","[c]","21850","21690"
"Leaver Dept.","2023","West Midlands (England)","EO","Female","190","[c]","27410","27810"
"Leaver Dept.","2023","West Midlands (England)","EO","Male","100","[c]","27260","27570"
"Leaver Dept.","2023","West Midlands (England)","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","West Midlands (England)","G6","Male","10","[c]","[c]","[c]"
